Ticker,Security,GICS Sector,GICS Sub Industry,TickerInfo,CompanyInfo,CompanyWeb,CompanyOverview
HD,Home Depot,Consumer Discretionary,Home Improvement Retail,https://www.nyse.com/quote/XNYS:HPE  ,https://en.wikipedia.org/wiki/Home_Depot                                                            ,http://www.homedepot.com/,"The Home Depot, Inc. (The Home Depot) is a home improvement retailer. The Company sells an assortment of building materials, home improvement products, and lawn and garden products, and provides various services. The Home Depot stores serves three primary customer groups: do-it-yourself (DIY) customers, do-it-for-me (DIFM) customers and professional customers. Its DIY customers are home owners purchasing products and completing their own projects and installations. The Company assists these customers with specific product and installation questions both in its stores and through online resources and other media designed to provide product and project knowledge. Its DIFM customers are home owners purchasing materials themselves and hiring third parties to complete the project or installation. Professional Customers are primarily professional renovators/remodelers, general contractors, repairmen, installers, small business owners and tradesmen."
HON,Honeywell Int'l Inc.,Industrials,Industrial Conglomerates,https://www.nyse.com/quote/XNYS:HLT  ,https://en.wikipedia.org/wiki/Honeywell_Int%27l_Inc.                                                ,http://honeywell.com/,"Honeywell International Inc. is a technology and manufacturing company. The Company operates through four segments: Aerospace, Home and Building Technologies, Performance Materials and Technologies, and Safety and Productivity Solutions. The Company's Aerospace segment supplies products, software and services for aircraft and vehicles that it sells to original equipment manufacturers (OEMs) and other customers. The Home and Building Technologies segment provides products, software, solutions and technologies that help owners of homes stay connected and in control of their comfort, security and energy use. The Performance Materials and Technologies segment is engaged in developing and manufacturing materials, process technologies and automation solutions. The Safety and Productivity Solutions segment is engaged in providing products, software and connected solutions to customers that manage productivity, workplace safety and asset performance."
HRL,Hormel Foods Corp.,Consumer Staples,Packaged Foods & Meats,http://www.nasdaq.com/symbol/holx    ,https://en.wikipedia.org/wiki/Hormel_Foods_Corp.                                                    ,http://www.hormelfoods.com,"Hormel Foods Corporation is engaged in the production of a range of meat and food products. The Company operates through five segments: Grocery Products, which is engaged in the processing, marketing and sale of shelf-stable food products sold for the retail market; Refrigerated Foods, which consists of the processing, marketing and sale of branded and unbranded pork, beef, chicken and turkey products for retail, foodservice and fresh product customers; Jennie-O Turkey Store (JOTS), which consists of the processing, marketing and sale of branded and unbranded turkey products for retail, foodservice and fresh product customers; Specialty Foods, which consists of the packaging and sale of nutritional and private label shelf-stable products to industrial, retail and foodservice customers, and International & Other, which includes Hormel Foods International Corporation, which manufactures, markets and sells the Company products internationally."
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,https://www.nyse.com/quote/XNYS:HD   ,https://en.wikipedia.org/wiki/Host_Hotels_%26_Resorts                                               ,http://www.hosthotels.com,"Host Hotels & Resorts, Inc. (Host Inc.) operates as a self-managed and self-administered real estate investment trust (REIT). The Company operates through hotel ownership segment. The Company operates through hotel ownership segment. The Company owned properties and conducted operations through Host Hotels & Resorts, L.P. (Host L.P.), of which Host Inc. was the general partner and of which it held approximately 99% of the partnership interests (OP units), as of December 31, 2016. As of February 20, 2017, its lodging portfolio consisted of 96 primarily luxury and upper-upscale hotels containing approximately 53,500 rooms, with the majority located in the United States, and with seven of the properties located outside of the United States in Australia, Brazil, Canada and Mexico. In addition, it owns non-controlling interests in two international joint ventures: approximately a 33% interest in a joint venture in Europe, and a 9% indirect interest, through joint ventures in India."
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",https://www.nyse.com/quote/XNYS:HON  ,https://en.wikipedia.org/wiki/HP_Inc.                                                               ,http://www.hp.com/,"HP Inc. is a provider of products, technologies, software, solutions and services to individual consumers, small- and medium-sized businesses, and enterprises, including customers in the government, health and education sectors. The Company provides personal computing and other access devices, imaging and printing products, and related technologies, solutions and services. Its segments include Personal Systems, Printing and Corporate Investments. The Personal Systems segment provides Commercial personal computers (PCs), Consumer PCs, workstations, thin clients, Commercial tablets and mobility devices, retail point-of-sale systems, displays and other accessories, software, support and services for the commercial and consumer markets. The Printing segment provides consumer and commercial printer hardware, supplies, media, solutions and services, as well as scanning devices. The Corporate Investments segment includes the operations of HP Labs and certain business incubation projects."
HUM,Humana Inc.,Health Care,Managed Health Care,https://www.nyse.com/quote/XNYS:HRL  ,https://en.wikipedia.org/wiki/Humana_Inc.                                                           ,http://www.humana.com/,"Humana Inc. is a health and well-being company. The Company's segments include Retail, Group and Specialty, Healthcare Services and Individual Commercial. The Retail segment consists of Medicare benefits, as well as individual commercial fully insured medical and specialty health insurance benefits, including dental, vision, and other supplemental health and financial protection products. The Group and Specialty segment consists of employer group commercial fully insured medical and specialty health insurance benefits, including dental, vision, and other supplemental health. The Healthcare Services segment includes services offered to its health plan members, as well as to third parties, including pharmacy solutions, provider services, home-based services and clinical programs, as well as services and capabilities to manage population health. The Individual Commercial segment includes Individual Commercial products marketed under the HumanaOne brand."
HBAN,Huntington Bancshares,Financials,Regional Banks,https://www.nyse.com/quote/XNYS:HST  ,https://en.wikipedia.org/wiki/Huntington_Bancshares                                                 ,https://www.huntington.com/,"Huntington Bancshares Incorporated (Huntington) is a bank holding company. Through its subsidiaries, including its bank subsidiary, The Huntington National Bank (the Bank), the Company provides commercial and consumer banking services, mortgage banking services, automobile financing, recreational vehicle and marine financing, equipment leasing, investment management, trust services, brokerage services, insurance programs, and other financial products and services. Its segments include Consumer and Business Banking, Commercial Banking, Commercial Real Estate and Vehicle Finance, Regional Banking and The Huntington Private Client Group, Home Lending and Treasury/Other. The Bank offers commercial and consumer loans. Its consumer loans include automobile, home equity, residential mortgage, and recreational vehicle (RV) and marine finance loans. It offers demand deposits-noninterest-bearing, demand deposits-interest-bearing, money market deposits, and savings and other domestic deposits."
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,https://www.nyse.com/quote/XNYS:HPQ  ,https://en.wikipedia.org/wiki/Huntington_Ingalls_Industries,http://www.huntingtoningalls.com/,"Huntington Ingalls Industries, Inc., incorporated on August 4, 2010, is a military shipbuilding company and a provider of professional services to partners in government and industry. The Company's business consists of the design, construction, repair and maintenance of nuclear-powered ships and non-nuclear ships for the United States Navy and coastal defense surface ships for the United States Coast Guard, as well as the refueling and overhaul and inactivation of nuclear-powered ships for the United States Navy."
IDXX,IDEXX Laboratories,Health Care,Health Care Equipment,https://www.nyse.com/quote/XNYS:HUM  ,https://en.wikipedia.org/wiki/Idexx_Laboratories                                                    ,https://www.idexx.com/,"IDEXX Laboratories, Inc. develops, manufactures and distributes products and provides services for the companion animal veterinary, livestock and poultry, dairy and water testing markets. The Company also sells a line of portable electrolytes and blood gas analyzers for the human point-of-care medical diagnostics market. Its segments include diagnostic and information technology-based products and services for the veterinary market, which the Company refers to as the Companion Animal Group; water quality products; diagnostic products and services for livestock and poultry health, which the Company refers to as Livestock, Poultry and Dairy, and Other operating segment, which combines and presents products for the human point-of-care medical diagnostics market with its pharmaceutical product line and its out-licensing arrangements. Its products and services include point-of-care veterinary diagnostic products, comprising instruments, consumables and rapid assay test kits, among others."
INFO,IHS Markit Ltd.,Industrials,Research & Consulting Services,http://www.nasdaq.com/symbol/hban    ,https://en.wikipedia.org/wiki/IHS_Markit                                                            ,https://ihsmarkit.com/,"IHS Markit Ltd., formerly Markit Ltd., is a provider of critical information and analytics for the major industries, financial markets and governments. The Company operates through four segments: Resources, Transportation, Consolidated Markets & Solutions (CMS) and Financial Services. The Resources segment includes its energy and chemicals product offerings. Its energy offerings are focused on upstream, midstream, downstream and power/gas/coal/renewables (PGCR) services. The Transportation segment includes its aerospace, defense and security (AD&S); automotive, and maritime and trade (M&T) product offerings. The CMS segment includes its product design; technology, media and telecommunication, and economics and country risk (ECR) product offerings. The Company's Financial Services segment provides pricing and reference data, indices, valuation and trading services, trade processing, enterprise software and managed services."
ITW,Illinois Tool Works,Industrials,Industrial Machinery,http://www.nasdaq.com/symbol/idxx    ,https://en.wikipedia.org/wiki/Illinois_Tool_Works                                                   ,http://www.itw.com,"Illinois Tool Works Inc. is a manufacturer of industrial products and equipment. The Company operates through seven segments. The Automotive OEM segment produces components and fasteners for automotive-related applications. The Food Equipment segment offers commercial food equipment. The Test & Measurement and Electronics segment produces test and measurement, and electronic manufacturing and maintenance, repair and operations (MRO) solutions. The Welding segment produces welding equipment, consumables and accessories for industrial and commercial applications. The Polymers & Fluids segment produces adhesives, sealants, lubrication and cutting fluids, and fluids and polymers for auto aftermarket maintenance and appearance. The Construction Products segment supplies engineered fastening systems and solutions. The Specialty Products segment produces beverage packaging equipment and consumables, product coding and marking equipment and consumables, and appliance components and fasteners."
ILMN,Illumina Inc,Health Care,Life Sciences Tools & Services,http://www.nasdaq.com/symbol/info    ,https://en.wikipedia.org/wiki/Illumina_%28company%29                                                ,http://www.illumina.com,"Illumina, Inc. (Illumina) is a provider of sequencing- and array-based solutions for genetic analysis. The Company operates through two segments: Core Illumina and the consolidated variable interest entities (VIEs), which include the activities of GRAIL, Inc. (GRAIL) and Helix Holdings I, LLC (Helix). Core Illumina consists of its core operations. Core Illumina's products and services serve customers in the research, clinical and applied markets, and enable the adoption of a range of genomic solutions. The Company's portfolio of integrated systems, consumables and analysis tools addresses the range of genomic complexity, price points, and throughput, enabling customers to select the solution for their research or clinical challenge. The Company provides reproductive-health solutions, including noninvasive prenatal testing (NIPT), preimplantation genetic screening and diagnosis, and neonatal and genetic health testing."
IR,Ingersoll-Rand PLC,Industrials,Industrial Machinery,https://www.nyse.com/quote/XNYS:ITW  ,https://en.wikipedia.org/wiki/Ingersoll-Rand_PLC                                                    ,http://company.ingersollrand.com/,"Ingersoll-Rand Public Limited Company provides products, services and solutions to improve the quality and comfort of air in homes and buildings, transport and protect food and perishables. The Company's business segments include Climate and Industrial. It is engaged in the design, manufacture, sale and service of a portfolio of industrial and commercial products that include brand names, such as Ingersoll-Rand, Trane, American Standard, ARO and Club Car. Its Climate segment includes Trane and American Standard Heating and Air Conditioning, which provide heating, ventilation and air conditioning systems, and commercial and residential building services, parts, support and controls. It offers energy services and building automation through Trane Building Advantage and Nexia. Its Industrial segment includes compressed air and gas systems and services, power tools, material handling systems, ARO fluid management equipment, as well as Club Car golf, utility and rough terrain vehicles."
INTC,Intel Corp.,Information Technology,Semiconductors,http://www.nasdaq.com/symbol/ilmn    ,https://en.wikipedia.org/wiki/Intel_Corp.                                                           ,http://www.intel.com,"Intel Corporation is engaged in designing and manufacturing products and technologies, such as the cloud. The Company's segments are Client Computing Group (CCG), Data Center Group (DCG), Internet of Things Group (IOTG), Non-Volatile Memory Solutions Group (NSG), Intel Security Group (ISecG), Programmable Solutions Group (PSG), All Other and New Technology Group (NTG). It delivers computer, networking and communications platforms to a set of customers, including original equipment manufacturers (OEMs), original design manufacturers (ODMs), cloud and communications service providers, as well as industrial, communications and automotive equipment manufacturers. It offers platforms to integrate various components and technologies, including a microprocessor and chipset, a stand-alone System-on-Chip (SoC), or a multichip package. The CCG operating segment includes platforms that integrates in notebook, two in one systems, desktop computers for consumers and businesses, tablets, and phones."
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,https://www.nyse.com/quote/XNYS:IR   ,https://en.wikipedia.org/wiki/Intercontinental_Exchange                                             ,https://www.theice.com,"Intercontinental Exchange, Inc. is an operator of regulated exchanges, clearing houses and listings venues. The Company provides data services for commodity and financial markets. The Company's segments include Trading and Clearing segment, and Data and Listings segment. The Trading and Clearing segment includes the Company's transaction-based execution and clearing businesses. The Company's Data and Listings segment includes its subscription-based data services and securities listings businesses. The Company operates regulated marketplaces for listing, trading and clearing a range of derivatives and securities contracts across the asset classes, including energy and agricultural commodities, interest rates, equities, equity derivatives, exchange traded funds, credit derivatives, bonds and currencies. The Company offers market data services to support the trading, investment, risk management and connectivity needs of customers across a range of asset classes."
IBM,International Business Machines,Information Technology,IT Consulting & Other Services,http://www.nasdaq.com/symbol/intc    ,https://en.wikipedia.org/wiki/IBM                                                                   ,http://www.ibm.com/,"International Business Machines Corporation (IBM) is a technology company. The Company operates through five segments: Cognitive Solutions, Global Business Services (GBS), Technology Services & Cloud Platforms, Systems and Global Financing. The Cognitive Solutions segment delivers a spectrum of capabilities, from descriptive, predictive and prescriptive analytics to cognitive systems. Cognitive Solutions includes Watson, a cognitive computing platform that has the ability to interact in natural language, process big data, and learn from interactions with people and computers. The GBS segment provides clients with consulting, application management services and global process services. The Technology Services & Cloud Platforms segment provides information technology infrastructure services. The Systems segment provides clients with infrastructure technologies. The Global Financing segment includes client financing, commercial financing, and remanufacturing and remarketing."
INCY,Incyte,Health Care,Biotechnology,https://www.nyse.com/quote/XNYS:ICE  ,https://en.wikipedia.org/wiki/Incyte                                                                ,http://www.incyte.com,"Incyte Corporation is a biopharmaceutical company focused on the discovery, development and commercialization of therapeutics. Its portfolio includes compounds in various stages, ranging from preclinical to late-stage development, and commercialized products, such as JAKAFI (ruxolitinib) and ICLUSIG (ponatinib). JAKAFI (ruxolitinib) is indicated for the treatment of patients with intermediate or high risk myelofibrosis (MF) and for the treatment of patients with polycythemia vera (PV) having had an inadequate response to or are intolerant of hydroxyurea. As of December 31, 2016, the Food and Drug Administration had granted JAKAFI orphan drug status for MF, PV and essential thrombocythemia. The primary target for ICLUSIG is B Cell Receptor-ABL, an abnormal tyrosine kinase that is expressed in chronic myeloid leukemia and Philadelphia-chromosome positive acute lymphoblastic leukemia. The Company also has a portfolio of selective janus associated kinases 1 (JAK1) inhibitors."
IP,International Paper,Materials,Paper Packaging,https://www.nyse.com/quote/XNYS:IBM  ,https://en.wikipedia.org/wiki/International_Paper                                                   ,http://www.internationalpaper.com,"International Paper Company is a paper and packaging company with primary markets and manufacturing operations in North America, Europe, Latin America, Russia, Asia, Africa and the Middle East. The Company's segments include Industrial Packaging, Global Cellulose Fibers, Printing Papers and Consumer Packaging. The Company is a manufacturer of containerboard in the United States. Its products include linerboard, medium, whitetop, recycled linerboard, recycled medium and saturating kraft. The Company's cellulose fibers product portfolio includes fluff, market and specialty pulps. The Company is a producer of printing and writing papers. The products in Printing Papers segment include uncoated papers. The Company is a producer of solid bleached sulfate board. As of December 31, 2016, the Company operated 29 pulp, paper and packaging mills, 170 converting and packaging plants, 16 recycling plants and three bag facilities in the United States."
IPG,Interpublic Group,Consumer Discretionary,Advertising,http://www.nasdaq.com/symbol/incy    ,https://en.wikipedia.org/wiki/Interpublic_Group                                                     ,http://www.interpublic.com,"The Interpublic Group of Companies, Inc. is a global advertising and marketing services company. The Company specializes in consumer advertising, digital marketing, communications planning and media buying, public relations and specialized communications disciplines. It operates in two segments: Integrated Agency Networks (IAN) and Constituency Management Group (CMG). Its agencies offer customized marketing programs for clients that range in scale from global marketers to regional and local clients. IAN consists of McCann Worldgroup, FCB, MullenLowe Group, IPG Mediabrands, its digital specialist agencies and its domestic integrated agencies. CMG consists of its specialist marketing services offerings. It has three global networks: McCann Worldgroup, Foote, Cone & Belding and MullenLowe Group, which provide integrated, advertising and marketing solutions for clients. Its global media services companies include UM and Initiative, which operate under the IPG Mediabrands umbrella."
IFF,Intl Flavors & Fragrances,Materials,Specialty Chemicals,https://www.nyse.com/quote/XNYS:IP   ,https://en.wikipedia.org/wiki/Intl_Flavors_%26_Fragrances                                           ,http://www.iff.com,"International Flavors & Fragrances Inc. creates, manufactures and supplies flavors and fragrances (including cosmetic active ingredients) used to impart or improve flavor or fragrance in a range of consumer products. The Company operates in two segments: Flavors and Fragrances. The Flavors segment offers flavor compounds that are sold to the food and beverage industries for use in consumer products, such as prepared foods, beverages, dairy, food and sweet products. The Fragrances segment offers fragrance compounds and fragrance ingredients. Its cosmetic active ingredients consist of active and functional ingredients, botanicals and delivery systems to support its customers' cosmetic and personal care product lines. Its products are sold to manufacturers of perfumes and cosmetics, hair and other personal care products, soaps and detergents, meat and other processed foods, beverages, snacks and savory foods, sweet and baked goods, and pharmaceutical and oral care products, among others."
INTU,Intuit Inc.,Information Technology,Internet Software & Services,https://www.nyse.com/quote/XNYS:IPG  ,https://en.wikipedia.org/wiki/Intuit                                                                ,http://www.intuit.com,"Intuit Inc. is a provider of business and financial management solutions for small businesses, consumers and accounting professionals. The Company operates through three segments: Small Business, Consumer Tax and ProConnect. The Small Business segment serves and advises small businesses and the accounting professionals, and includes QuickBooks financial and business management online services and desktop software, payroll solutions, and payment processing solutions. The Small Business segment also includes third-party applications that integrate with the Company's offerings. The Consumer Tax segment targets consumers and includes TurboTax products and services, which enable individuals to prepare and file their own federal and state personal income tax returns. The ProConnect segment targets professional accountants in the United States and Canada. Its ProConnect professional tax offerings include Lacerte, ProSeries, ProFile and ProConnect Tax Online."
ISRG,Intuitive Surgical Inc.,Health Care,Health Care Equipment,https://www.nyse.com/quote/XNYS:IFF  ,https://en.wikipedia.org/wiki/Intuitive_Surgical_Inc.                                               ,http://www.intuitivesurgical.com,"Intuitive Surgical, Inc. (Intuitive) designs, manufactures and markets da Vinci Surgical Systems, and related instruments and accessories. The Company's da Vinci Surgical System consists of a surgeon's console, a patient-side cart and a vision system. The da Vinci Surgical System translates a surgeon's hand movements, which are performed on instrument controls at a console, into corresponding micro-movements of instruments positioned inside the patient through small incisions or ports. The da Vinci Surgical System provides its operating surgeons with control, range of motion, tissue manipulation capability and three-dimensional (3-D), high-definition (HD) vision. Intuitive has four generations of da Vinci Surgical System: the da Vinci Xi Surgical System, the da Vinci Si Surgical System, the da Vinci S Surgical System and the standard da Vinci Surgical System. The Company's instruments and accessories include EndoWrist Instruments and da Vinci Single-Site."
IVZ,Invesco Ltd.,Financials,Asset Management & Custody Banks,http://www.nasdaq.com/symbol/intu    ,https://en.wikipedia.org/wiki/Invesco_Ltd.                                                          ,http://www.invesco.com,"Invesco Ltd. (Invesco) is an independent investment management company. The Company provides a range of investment capabilities and outcomes, which are delivered through a set of investment vehicles, to help clients achieve their investment objectives. It has a presence in the retail and institutional markets within the investment management industry in North America; Europe, Middle East and Africa (EMEA), and Asia-Pacific. Its Jemstep solution provides wealth management home offices and their advisors with a suite of technology solutions that are customizable and are integrated into existing systems. The solution offers advisors an open architecture platform that includes Invesco's fundamental and factor-based investment strategies. It offers retail products within various asset classes. It offers a suite of domestic and global strategies, including traditional and quantitative equities, fixed income and absolute return strategies."
IPGP,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,http://www.nasdaq.com/symbol/isrg    ,https://en.wikipedia.org/wiki/IPG_Photonics,http://ipgphotonics.com/,"IPG Photonics Corporation, incorporated on December 2, 1998, is a developer and manufacturer of a line of fiber lasers, fiber amplifiers, diode lasers, laser systems and optical accessories that are used for various applications. The Company offers a line of lasers and amplifiers, which are used in materials processing, communications and medical applications."
IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Service,https://www.nyse.com/quote/XNYS:IVZ  ,https://en.wikipedia.org/wiki/IQVIA,http://iqvia.com/,"IQVIA Holdings Inc., formerly Quintiles IMS Holdings, Inc., incorporated on October 3, 2016, provides integrated information and technology-enabled healthcare services. The Company operates through segments, including Commercial Solutions; Research & Development Solutions, and Integrated Engagement Services. It serves pharmaceutical, biotechnology, medical device and healthcare companies. The Company has its operations in the Americas, Europe and Africa, and the Asia-Pacific."
IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,https://www.nyse.com/quote/XNYS:IRM  ,https://en.wikipedia.org/wiki/Iron_Mountain_Incorporated                                            ,http://www.ironmountain.com/,"Iron Mountain Incorporated is a holding company. The Company stores records, primarily physical records and data backup media, and provides information management services in various locations throughout North America, Europe, Latin America, Asia Pacific and Africa. The Company operates through five segments: North American Records and Information Management Business, North American Data Management Business, Western European Business, Other International Business, and Corporate and Other Business. The Company offers records and information management services, and data management services. The Company provides storage and information management services to legal, financial, healthcare, insurance, life sciences, energy, businesses services, entertainment and government organizations. The Company's other services include information destruction services, information governance and digital solutions, compliant records management and consulting services, and other ancillary services."
JEC,Jacobs Engineering Group,Industrials,Construction & Engineering,https://www.nyse.com/quote/XNYS:JEC  ,https://en.wikipedia.org/wiki/Jacobs_Engineering_Group                                              ,http://www.jacobs.com,"Jacobs Engineering Group Inc. is a technical professional services company. The Company provides a range of technical, professional and construction services to industrial, commercial and governmental clients. The Company's services include Project Services; Process, Scientific, and Systems Consulting Services; Construction Services, and Operations and Maintenance Services. It operates four lines of business (LOBs): Petroleum and Chemicals; Buildings and Infrastructure; Aerospace and Technology, and Industrial. It caters its services to various sectors, such as oil and gas exploration, production and refining; chemicals and polymers; programs for various national governments, including aerospace, defense, and environmental programs; buildings; infrastructure and telecommunications; mining and minerals; pharmaceuticals and biotechnology; power; pulp and paper; technology and manufacturing, and food and consumer products."
JBHT,J. B. Hunt Transport Services,Industrials,Trucking,http://www.nasdaq.com/symbol/jbht    ,https://en.wikipedia.org/wiki/J._B._Hunt_Transport_Services                                         ,http://www.jbhunt.com,"J.B. Hunt Transport Services, Inc. is a surface transportation, delivery, and logistics company in North America. The Company segments include Intermodal (JBI), Dedicated Contract Services (DCS), Integrated Capacity Solutions (ICS) and Truck (JBT). The Company, through its subsidiaries, provides transportation and delivery services to a range of customers and consumers throughout the continental United States, Canada and Mexico. The JBI segment draws on the intermodal services of rail carriers for the underlying linehaul movement of its equipment between rail ramps. Its DCS segment focuses on private fleet conversion and creation in replenishment, specialized equipment and final-mile delivery services. Its ICS segment provides traditional freight brokerage and transportation logistics solutions to customers through relationships with third-party carriers and integration. Its JBT segment offers full-load, dry-van freight, utilizing tractors operating over roads and highways."
SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,https://www.nyse.com/quote/XNYS:SJM  ,https://en.wikipedia.org/wiki/JM_Smucker                                                            ,http://www.jmsmucker.com/,"The J. M. Smucker Company is a manufacturer and marketer of branded food and beverage products and pet food and pet snacks in North America. The Company's segments include U.S. Retail Coffee, U.S. Retail Consumer Foods, U.S. Retail Pet Foods, and International and Foodservice. The Company's U.S. retail market segments consist of the sale of branded food products to consumers through retail outlets in North America. In the U.S. retail market segments, the Company's products are sold to food retailers, food wholesalers, drug stores, club stores, mass merchandisers, discount and dollar stores, military commissaries, natural foods stores and distributors, and pet specialty stores. In International and Foodservice, the Company's products are distributed domestically and in foreign countries through retail channels and foodservice distributors and operators, such as restaurants, lodging, schools and universities, healthcare operators."
JNJ,Johnson & Johnson,Health Care,Health Care Equipment,https://www.nyse.com/quote/XNYS:JNJ  ,https://en.wikipedia.org/wiki/Johnson_%26_Johnson                                                   ,http://www.jnj.com/,"Johnson & Johnson is a holding company, which is engaged in the research and development, manufacture and sale of a range of products in the healthcare field. It operates through three segments: Consumer, Pharmaceutical and Medical Devices. Its primary focus is products related to human health and well-being. The Consumer segment includes a range of products used in the baby care, oral care, skin care, over-the-counter pharmaceutical, women's health and wound care markets. The Pharmaceutical segment is focused on five therapeutic areas, including immunology, infectious diseases, neuroscience, oncology, and cardiovascular and metabolic diseases. The Medical Devices segment includes a range of products used in the orthopedic, surgery, cardiovascular, diabetes care and vision care fields. Its research facilities are located in the United States, Belgium, Brazil, Canada, China, France, Germany, India, Israel, Japan, the Netherlands, Singapore, Switzerland and the United Kingdom."
JCI,Johnson Controls International,Industrials,Building Products,https://www.nyse.com/quote/XNYS:JCI  ,https://en.wikipedia.org/wiki/Johnson_Controls                                                      ,http://www.johnsoncontrols.com/,"Johnson Controls International plc, formerly Tyco International plc, is a global diversified technology and multi industrial company. The Company's segments include Buildings, Automotive Experience and Power Solutions. The Company’s buildings segment includes Building Efficiency and Tyco. Building Efficiency designs, produces, markets and installs heating, ventilation and air conditioning (HVAC) and control systems that monitor, automate and integrate building segment equipment and conditions, including HVAC, fire-safety and security in commercial buildings and in various industrial applications. Tyco designs, sells, installs, services and monitors integrated electronic security systems and integrated fire detection and suppression systems. Automotive Experience designs and manufactures interior systems and products. The Power Solutions business is a supplier of lead-acid automotive batteries for virtually every type of passenger car, light truck and utility vehicle."
JPM,JPMorgan Chase & Co.,Financials,Diversified Banks,https://www.nyse.com/quote/XNYS:JPM  ,https://en.wikipedia.org/wiki/JPMorgan_Chase_%26_Co.                                                ,http://www.jpmorganchase.com,"JPMorgan Chase & Co. is a financial holding company. The Company is engaged in investment banking, financial services. It operates in four segments, as well as a Corporate segment. Its segments are Consumer & Community Banking, Corporate & Investment Bank, Commercial Banking and Asset Management. The Consumer & Community Banking segment offers services to consumers and businesses through bank branches, automatic teller machines (ATMs), online, mobile and telephone banking. The Corporate & Investment Bank segment, comprising Banking and Markets & Investor Services, offers investment banking, market-making, prime brokerage, and treasury and securities products and services to corporations, investors, financial institutions, and government and municipal entities. The Commercial Banking segment provides financial solutions, including lending, treasury services, investment banking and asset management. The Asset Management segment comprises investment and wealth management."
JNPR,Juniper Networks,Information Technology,Communications Equipment,https://www.nyse.com/quote/XNYS:JNPR ,https://en.wikipedia.org/wiki/Juniper_Networks                                                      ,http://www.juniper.net,"Juniper Networks, Inc. designs, develops and sells products and services for high-performance networks to enable customers to build networks for their businesses. The Company sells its products in over 100 countries in three geographic regions: Americas; Europe, the Middle East and Africa, and Asia Pacific. The Company sells its high-performance network products and service offerings across routing, switching and security. Its products address network requirements for global service providers, cloud providers, national governments, research and public sector organizations, and other enterprises. The Company offers its customers various services, including technical support, professional services, education and training programs. The Company's Junos Platform enables its customers to expand network software into the application space, and deploy software clients to control delivery. The Junos Platform includes a range of products, such as Junos Operating System (OS) and Junos Space."
KSU,Kansas City Southern,Industrials,Railroads,https://www.nyse.com/quote/XNYS:KSU  ,https://en.wikipedia.org/wiki/Kansas_City_Southern_%28company%29                                    ,http://www.kcsouthern.com/en-us,"Kansas City Southern (KCS) is a holding company. The Company has domestic and international rail operations in North America that are focused on the north/south freight corridor connecting commercial and industrial markets in the central United States with industrial cities in Mexico. The Company's subsidiaries include The Kansas City Southern Railway Company (KCSR) and Kansas City Southern de Mexico, S.A. de C.V. (KCSM). KCSR serves a 10-state region in the midwest and southeast regions of the United States and has the north/south rail route between Kansas City, Missouri and various ports along the Gulf of Mexico in Alabama, Louisiana, Mississippi and Texas. KCSM operates a corridor of the Mexican railroad system. KCSM's rail lines provide rail access to the United States and Mexico border crossing at Nuevo Laredo, Tamaulipas. KCSM also provides rail access to the Port of Lazaro Cardenas on the Pacific Ocean."
K,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,https://www.nyse.com/quote/XNYS:K    ,https://en.wikipedia.org/wiki/Kellogg_Co.                                                           ,http://www.kelloggcompany.com/,"Kellogg Company is a manufacturer and marketer of ready-to-eat cereal and convenience foods. The Company's principal products are ready-to-eat cereals and convenience foods, such as cookies, crackers, savory snacks, toaster pastries, cereal bars, fruit-flavored snacks, frozen waffles and veggie foods. Its segments include U.S. Morning Foods, which includes cereal, toaster pastries, health and wellness bars, and beverages; U.S. Snacks, which includes cookies, crackers, cereal bars, savory snacks and fruit-flavored snacks; U.S. Specialty, which represents food away from home channels, including food service, convenience, vending, Girl Scouts and food manufacturing; North America Other, which includes the U.S. Frozen, Kashi and Canada operating segments; Europe, which consists of European countries; Latin America, which consists of Central and South America and includes Mexico, and Asia Pacific, which consists of Sub-Saharan Africa, Australia and other Asian and Pacific markets."
KEY,KeyCorp,Financials,Regional Banks,https://www.nyse.com/quote/XNYS:KEY  ,https://en.wikipedia.org/wiki/KeyCorp                                                               ,https://www.key.com/,"KeyCorp is a bank holding company. The Company is a bank-based financial services company. The Company operates through its subsidiary, KeyBank National Association (KeyBank), which is engaged in providing banking services. Through KeyBank and other subsidiaries, it provides a range of retail and commercial banking, commercial leasing, investment management, consumer finance, and investment banking products and services to individual, corporate and institutional clients. Its segments include Key Community Bank and Key Corporate Bank. Key Community Bank serves individuals and small to mid-sized businesses by offering a range of deposit, investment, lending, credit card, and personalized wealth management products and business advisory services. Key Corporate Bank is a full-service corporate and investment bank focused on serving the needs of middle market clients in industry sectors, which include consumer, energy, healthcare, industrial, public sector, real estate and technology."
